  radiance bb, gain, Radiance space, Space view counts, BB view counts
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30  -32768.000      -8.5500002     -1.00000002E+30 -1.00000002E+30
