 space counts 1-10  mean space countstdev
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999  -999.00000      -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999  -999.00000      -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999  -999.00000      -32768.000    
         992         991         992         993         992         992         992         993         992         992   992.09998      -32768.000    
         991         991         993         993         992         992         993         993         992         992   992.20001      -32768.000    
         991         992         993         992         992         993         993         993         992         992   992.29999      -32768.000    
         991         992         993         993         993         993         993         993         993         993   992.70001      -32768.000    
         991         992         993         993         993         992         993         993         993         993   992.59998      -32768.000    
         992         991         992         993         992         993         992         993         992         992   992.20001      -32768.000    
         991         992         993         992         993         992         992         992         992         993   992.20001      -32768.000    
         991         992         993         992         992         992         993         993         992         992   992.20001      -32768.000    
         991         991         992         992         992         992         993         993         993         993   992.20001      -32768.000    
         992         992         992         992         992         992         992         992         993         992   992.09998      -32768.000    
         991         991         993         993         993         993         993         993         993         992   992.50000      -32768.000    
         992         991         992         994         993         993         992         993         993         993   992.59998      -32768.000    
         992         991         992         994         994         993         992         992         992         993   992.50000      0.92195445    
         992         992         992         993         993         993         993         993         992         992   992.50000      -32768.000    
         991         991         993         993         993         993         992         992         992         993   992.29999      -32768.000    
         991         991         991         993         994         992         992         993         993         992   992.20001      0.97979587    
         992         992         992         992         993         993         992         992         992         992   992.20001      -32768.000    
         992         992         992         993         993         993         993         993         992         992   992.50000      -32768.000    
         991         991         992         993         992         991         992         992         992         993   991.90002      -32768.000    
         991         991         992         993         992         992         992         992         993         993   992.09998      -32768.000    
         991         992         993         992         992         993         993         992         993         993   992.40002      -32768.000    
         992         992         992         992         992         993         992         992         993         993   992.29999      -32768.000    
         991         991         993         994         993         993         993         993         993         993   992.70001      0.89999998    
         992         992         993         992         992         992         991         992         992         992   992.00000      -32768.000    
         992         992         993         993         993         992         992         993         992         991   992.29999      -32768.000    
         991         992         993         992         992         992         992         992         992         992   992.00000      -32768.000    
         992         992         992         993         993         992         993         993         993         992   992.50000      -32768.000    
