  bb counts 1-10  mean bb countstdev
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999 -1.00000002E+30  -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999  -999.00000      -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999  -999.00000      -32768.000    
        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999  -999.00000      -32768.000    
        -999         860         860         860         860         860         860         860        -999         860   860.00000      -32768.000    
         860         860         860         860         861         860         860         860         861         861   860.29999      -32768.000    
         860         860         861         861         860         861         860         860         861         861   860.50000      -32768.000    
         860         860         861         861         861         861         861         860         860         861   860.59998      -32768.000    
         860         861         860         860         860         861         861         861         860         861   860.50000      -32768.000    
         860         860         861         860         861         861         861         861         861         860   860.59998      -32768.000    
         859         860         860         861         860         861         860         860         860         860   860.09998      -32768.000    
         860         860         860         860         860         861         860         861         860         860   860.20001      -32768.000    
         859         860         860         861         860         860         860         860         860         860   860.00000      -32768.000    
         860         860         860         861         860         860         860         861         861         860   860.29999      -32768.000    
         860         860         861         860         860         860         860         861         861         860   860.29999      -32768.000    
         860         860         860         860         861         861         861         861         861         861   860.59998      -32768.000    
         860         860         861         860         860         861         860         860         861         860   860.29999      0.92682213    
         859         861         861         861         860         861         861         861         860         860   860.50000      -32768.000    
         860         860         861         860         860         861         860         860         861         860   860.29999      -32768.000    
         860         860         860         861         861         861         861         861         860         861   860.59998      0.98792809    
         860         860         860         860         860         861         861         861         861         861   860.50000      -32768.000    
         860         860         861         861         861         860         861         861         860         861   860.59998      -32768.000    
         860         860         860         860         860         860         861         860         860         860   860.09998      -32768.000    
         860         860         861         861         860         860         860         860         860         861   860.29999      -32768.000    
         860         860         861         861         861         861         860         860         860         861   860.50000      -32768.000    
         860         860         860         860         860         860         860         861         861         861   860.29999      -32768.000    
         860         860         860         861         861         860         860         860         861         861   860.40002      0.91978097    
         860         860         860         861         861         861         861         861         861         861   860.70001      -32768.000    
         859         860         860         860         860         860         860         861         860         861   860.09998      -32768.000    
         860         860         861         861         860         861         861         860         860         860   860.40002      -32768.000    
         860         860         861         861         860         860         861         861         862         861   860.70001      -32768.000    
