 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30 -1.00000002E+30
