        2010           1           1           1   1.4863706         5350934   1104542950.9340286     
        2010           1           1           1   1.4865094         5351434   1104542951.4339924     
        2010           1           1           1   1.4866483         5351934   1104542951.9339561     
        2010           1           1           1   1.4867872         5352434   1104542952.4339199     
        2010           1           1           1   1.4869261         5352934   1104542952.9338837     
        2010           1           1           1   1.4870651         5353434   1104542953.4342766     
        2010           1           1           1   1.4872040         5353934   1104542953.9342403     
        2010           1           1           1   1.4873428         5354434   1104542954.4342041     
        2010           1           1           1   1.4874817         5354934   1104542954.9341679     
        2010           1           1           1   1.4876206         5355434   1104542955.4341316     
        2010           1           1           1   1.4877595         5355934   1104542955.9340954     
        2010           1           1           1   1.4878983         5356434   1104542956.4340591     
        2010           1           1           1   1.4880372         5356934   1104542956.9340229     
        2010           1           1           1   1.4881761         5357434   1104542957.4339867     
        2010           1           1           1   1.4883150         5357934   1104542957.9339504     
        2010           1           1           1   1.4884539         5358434   1104542958.4339142     
        2010           1           1           1   1.4885927         5358934   1104542958.9338779     
        2010           1           1           1   1.4887317         5359434   1104542959.4342709     
        2010           1           1           1   1.4888706         5359934   1104542959.9342346     
        2010           1           1           1   1.4890095         5360434   1104542960.4341984     
        2010           1           1           1   1.4891484         5360934   1104542960.9341621     
        2010           1           1           1   1.4892873         5361434   1104542961.4341259     
        2010           1           1           1   1.4894261         5361934   1104542961.9340897     
        2010           1           1           1   1.4895650         5362434   1104542962.4340534     
        2010           1           1           1   1.4897039         5362934   1104542962.9340172     
        2010           1           1           1   1.4898428         5363434   1104542963.4339809     
        2010           1           1           1   1.4899817         5363934   1104542963.9339447     
        2010           1           1           1   1.4901205         5364434   1104542964.4339085     
        2010           1           1           1   1.4902594         5364934   1104542964.9338722     
        2010           1           1           1   1.4903984         5365434   1104542965.4342651     
        2010           1           1           1   1.4905373         5365934   1104542965.9342289     
        2010           1           1           1   1.4906762         5366434   1104542966.4341927     
        2010           1           1           1   1.4908150         5366934   1104542966.9341564     
        2010           1           1           1   1.4909539         5367434   1104542967.4341202     
        2010           1           1           1   1.4910928         5367934   1104542967.9340839     
        2010           1           1           1   1.4912317         5368434   1104542968.4340477     
        2010           1           1           1   1.4913706         5368934   1104542968.9340115     
        2010           1           1           1   1.4915094         5369434   1104542969.4339752     
        2010           1           1           1   1.4916483         5369934   1104542969.9339390     
        2010           1           1           1   1.4917872         5370434   1104542970.4339027     
