 year month  day  day numero  hours  utc_msecs  time  
        2010           1           1           1  3.95650007E-02      142434   1104537742.4340024     
        2010           1           1           1  3.97038907E-02      142934   1104537742.9340065     
        2010           1           1           1  3.98427807E-02      143434   1104537743.4340105     
        2010           1           1           1  3.99816670E-02      143934   1104537743.9340010     
        2010           1           1           1  4.01205570E-02      144434   1104537744.4340050     
        2010           1           1           1  4.02594469E-02      144934   1104537744.9340091     
        2010           1           1           1  4.03983332E-02      145434   1104537745.4339995     
        2010           1           1           1  4.05372232E-02      145934   1104537745.9340036     
        2010           1           1           1  4.06761132E-02      146434   1104537746.4340076     
        2010           1           1           1  4.08150032E-02      146934   1104537746.9340117     
        2010           1           1           1  4.09538895E-02      147434   1104537747.4340022     
        2010           1           1           1  4.10927795E-02      147934   1104537747.9340062     
        2010           1           1           1  4.12316695E-02      148434   1104537748.4340100     
        2010           1           1           1  4.13705558E-02      148934   1104537748.9340007     
        2010           1           1           1  4.15094458E-02      149434   1104537749.4340048     
        2010           1           1           1  4.16483358E-02      149934   1104537749.9340086     
        2010           1           1           1  4.17872220E-02      150434   1104537750.4339993     
        2010           1           1           1  4.19261120E-02      150934   1104537750.9340034     
        2010           1           1           1  4.20650020E-02      151434   1104537751.4340074     
        2010           1           1           1  4.22038920E-02      151934   1104537751.9340112     
        2010           1           1           1  4.23427783E-02      152434   1104537752.4340019     
        2010           1           1           1  4.24816683E-02      152934   1104537752.9340057     
        2010           1           1           1  4.26205583E-02      153434   1104537753.4340098     
        2010           1           1           1  4.27594446E-02      153934   1104537753.9340005     
        2010           1           1           1  4.28983346E-02      154434   1104537754.4340043     
        2010           1           1           1  4.30372246E-02      154934   1104537754.9340084     
        2010           1           1           1  4.31761146E-02      155434   1104537755.4340124     
        2010           1           1           1  4.33150008E-02      155934   1104537755.9340031     
        2010           1           1           1  4.34538908E-02      156434   1104537756.4340069     
        2010           1           1           1  4.35927808E-02      156934   1104537756.9340110     
        2010           1           1           1  4.37316671E-02      157434   1104537757.4340014     
        2010           1           1           1  4.38705571E-02      157934   1104537757.9340055     
        2010           1           1           1  4.40094471E-02      158434   1104537758.4340096     
        2010           1           1           1  4.41483334E-02      158934   1104537758.9340000     
        2010           1           1           1  4.42872234E-02      159434   1104537759.4340041     
        2010           1           1           1  4.44261134E-02      159934   1104537759.9340081     
        2010           1           1           1  4.45650034E-02      160434   1104537760.4340122     
        2010           1           1           1  4.47038896E-02      160934   1104537760.9340026     
        2010           1           1           1  4.48427796E-02      161434   1104537761.4340067     
        2010           1           1           1  4.49816696E-02      161934   1104537761.9340107     
        2010           1           1           1  4.51205559E-02      162434   1104537762.4340012     
        2010           1           1           1  4.52594459E-02      162934   1104537762.9340053     
        2010           1           1           1  4.53983359E-02      163434   1104537763.4340093     
        2010           1           1           1  4.55372222E-02      163934   1104537763.9339998     
        2010           1           1           1  4.56761122E-02      164434   1104537764.4340038     
        2010           1           1           1  4.58150022E-02      164934   1104537764.9340079     
        2010           1           1           1  4.59538922E-02      165434   1104537765.4340119     
        2010           1           1           1  4.60927784E-02      165934   1104537765.9340024     
        2010           1           1           1  4.62316684E-02      166434   1104537766.4340065     
        2010           1           1           1  4.63705584E-02      166934   1104537766.9340103     
        2010           1           1           1  4.65094447E-02      167434   1104537767.4340010     
        2010           1           1           1  4.66483347E-02      167934   1104537767.9340050     
        2010           1           1           1  4.67872247E-02      168434   1104537768.4340091     
        2010           1           1           1  4.69261110E-02      168934   1104537768.9339995     
        2010           1           1           1  4.70650010E-02      169434   1104537769.4340036     
        2010           1           1           1  4.72038910E-02      169934   1104537769.9340076     
        2010           1           1           1  4.73427810E-02      170434   1104537770.4340115     
        2010           1           1           1  4.74816673E-02      170934   1104537770.9340022     
        2010           1           1           1  4.76205572E-02      171434   1104537771.4340060     
        2010           1           1           1  4.77594472E-02      171934   1104537771.9340100     
        2010           1           1           1  4.78983335E-02      172434   1104537772.4340007     
        2010           1           1           1  4.80372235E-02      172934   1104537772.9340048     
        2010           1           1           1  4.81761135E-02      173434   1104537773.4340086     
        2010           1           1           1  4.83149998E-02      173934   1104537773.9339993     
        2010           1           1           1  4.84538898E-02      174434   1104537774.4340034     
        2010           1           1           1  4.85927798E-02      174934   1104537774.9340072     
        2010           1           1           1  4.87316698E-02      175434   1104537775.4340112     
        2010           1           1           1  4.88705561E-02      175934   1104537775.9340017     
        2010           1           1           1  4.90094461E-02      176434   1104537776.4340057     
        2010           1           1           1  4.91483361E-02      176934   1104537776.9340098     
        2010           1           1           1  4.92872223E-02      177434   1104537777.4340005     
        2010           1           1           1  4.94261123E-02      177934   1104537777.9340043     
        2010           1           1           1  4.95650023E-02      178434   1104537778.4340084     
        2010           1           1           1  4.97038923E-02      178934   1104537778.9340124     
        2010           1           1           1  4.98427786E-02      179434   1104537779.4340029     
        2010           1           1           1  4.99816686E-02      179934   1104537779.9340069     
        2010           1           1           1  5.01205586E-02      180434   1104537780.4340110     
        2010           1           1           1  5.02594449E-02      180934   1104537780.9340014     
        2010           1           1           1  5.03983349E-02      181434   1104537781.4340055     
        2010           1           1           1  5.05372249E-02      181934   1104537781.9340096     
        2010           1           1           1  5.06761111E-02      182434   1104537782.4340000     
        2010           1           1           1  5.08150011E-02      182934   1104537782.9340041     
        2010           1           1           1  5.09538911E-02      183434   1104537783.4340081     
        2010           1           1           1  5.10927811E-02      183934   1104537783.9340122     
        2010           1           1           1  5.12316674E-02      184434   1104537784.4340026     
        2010           1           1           1  5.13705574E-02      184934   1104537784.9340067     
        2010           1           1           1  5.15094474E-02      185434   1104537785.4340105     
        2010           1           1           1  5.16483337E-02      185934   1104537785.9340012     
        2010           1           1           1  5.17872237E-02      186434   1104537786.4340053     
        2010           1           1           1  5.19261137E-02      186934   1104537786.9340091     
        2010           1           1           1  5.20649999E-02      187434   1104537787.4339998     
        2010           1           1           1  5.22038899E-02      187934   1104537787.9340038     
        2010           1           1           1  5.23427799E-02      188434   1104537788.4340079     
        2010           1           1           1  5.24816699E-02      188934   1104537788.9340117     
        2010           1           1           1  5.26205562E-02      189434   1104537789.4340024     
        2010           1           1           1  5.27594462E-02      189934   1104537789.9340062     
        2010           1           1           1  5.28983362E-02      190434   1104537790.4340103     
        2010           1           1           1  5.30372225E-02      190934   1104537790.9340010     
        2010           1           1           1  5.31761125E-02      191434   1104537791.4340048     
        2010           1           1           1  5.33150025E-02      191934   1104537791.9340088     
        2010           1           1           1  5.34538887E-02      192434   1104537792.4339995     
        2010           1           1           1  5.35927787E-02      192934   1104537792.9340036     
        2010           1           1           1  5.37316687E-02      193434   1104537793.4340074     
        2010           1           1           1  5.38705587E-02      193934   1104537793.9340115     
        2010           1           1           1  5.40094450E-02      194434   1104537794.4340019     
        2010           1           1           1  5.41483350E-02      194934   1104537794.9340060     
        2010           1           1           1  5.42872250E-02      195434   1104537795.4340100     
        2010           1           1           1  5.44261113E-02      195934   1104537795.9340005     
        2010           1           1           1  5.45650013E-02      196434   1104537796.4340045     
        2010           1           1           1  5.47038913E-02      196934   1104537796.9340086     
        2010           1           1           1  5.48427776E-02      197434   1104537797.4339993     
        2010           1           1           1  5.49816675E-02      197934   1104537797.9340031     
        2010           1           1           1  5.51205575E-02      198434   1104537798.4340072     
        2010           1           1           1  5.52594475E-02      198934   1104537798.9340112     
        2010           1           1           1  5.53983338E-02      199434   1104537799.4340017     
        2010           1           1           1  5.55372238E-02      199934   1104537799.9340057     
        2010           1           1           1  5.56761138E-02      200434   1104537800.4340098     
        2010           1           1           1  5.58150001E-02      200934   1104537800.9340003     
        2010           1           1           1  5.59538901E-02      201434   1104537801.4340043     
        2010           1           1           1  5.60927801E-02      201934   1104537801.9340084     
        2010           1           1           1  5.62316701E-02      202434   1104537802.4340124     
        2010           1           1           1  5.63705564E-02      202934   1104537802.9340029     
        2010           1           1           1  5.65094464E-02      203434   1104537803.4340069     
        2010           1           1           1  5.66483364E-02      203934   1104537803.9340107     
        2010           1           1           1  5.67872226E-02      204434   1104537804.4340014     
        2010           1           1           1  5.69261126E-02      204934   1104537804.9340055     
        2010           1           1           1  5.70650026E-02      205434   1104537805.4340096     
        2010           1           1           1  5.72038889E-02      205934   1104537805.9340000     
        2010           1           1           1  5.73427789E-02      206434   1104537806.4340041     
        2010           1           1           1  5.74816689E-02      206934   1104537806.9340081     
        2010           1           1           1  5.76205589E-02      207434   1104537807.4340119     
        2010           1           1           1  5.77594452E-02      207934   1104537807.9340026     
        2010           1           1           1  5.78983352E-02      208434   1104537808.4340065     
        2010           1           1           1  5.80372252E-02      208934   1104537808.9340105     
        2010           1           1           1  5.81761114E-02      209434   1104537809.4340012     
        2010           1           1           1  5.83150014E-02      209934   1104537809.9340053     
        2010           1           1           1  5.84538914E-02      210434   1104537810.4340091     
        2010           1           1           1  5.85927777E-02      210934   1104537810.9339998     
        2010           1           1           1  5.87316677E-02      211434   1104537811.4340038     
        2010           1           1           1  5.88705577E-02      211934   1104537811.9340076     
        2010           1           1           1  5.90094477E-02      212434   1104537812.4340117     
        2010           1           1           1  5.91483340E-02      212934   1104537812.9340022     
        2010           1           1           1  5.92872240E-02      213434   1104537813.4340062     
        2010           1           1           1  5.94261140E-02      213934   1104537813.9340103     
        2010           1           1           1  5.95650002E-02      214434   1104537814.4340010     
        2010           1           1           1  5.97038902E-02      214934   1104537814.9340048     
        2010           1           1           1  5.98427802E-02      215434   1104537815.4340088     
        2010           1           1           1  5.99816665E-02      215934   1104537815.9339995     
        2010           1           1           1  6.01205565E-02      216434   1104537816.4340034     
        2010           1           1           1  6.02594465E-02      216934   1104537816.9340074     
        2010           1           1           1  6.03983365E-02      217434   1104537817.4340115     
        2010           1           1           1  6.05372228E-02      217934   1104537817.9340019     
        2010           1           1           1  6.06761128E-02      218434   1104537818.4340060     
        2010           1           1           1  6.08150028E-02      218934   1104537818.9340100     
        2010           1           1           1  6.09538890E-02      219434   1104537819.4340005     
        2010           1           1           1  6.10927790E-02      219934   1104537819.9340045     
        2010           1           1           1  6.12316690E-02      220434   1104537820.4340086     
        2010           1           1           1  6.13705553E-02      220934   1104537820.9339991     
        2010           1           1           1  6.15094453E-02      221434   1104537821.4340031     
        2010           1           1           1  6.16483353E-02      221934   1104537821.9340072     
        2010           1           1           1  6.17872253E-02      222434   1104537822.4340110     
        2010           1           1           1  6.19261116E-02      222934   1104537822.9340017     
        2010           1           1           1  6.20650016E-02      223434   1104537823.4340057     
        2010           1           1           1  6.22038916E-02      223934   1104537823.9340096     
        2010           1           1           1  6.23427778E-02      224434   1104537824.4340003     
        2010           1           1           1  6.24816678E-02      224934   1104537824.9340043     
        2010           1           1           1  6.26205578E-02      225434   1104537825.4340084     
        2010           1           1           1  6.27594441E-02      225934   1104537825.9339988     
        2010           1           1           1  6.28983378E-02      226434   1104537826.4340162     
        2010           1           1           1  6.30372241E-02      226934   1104537826.9340067     
        2010           1           1           1  6.31761104E-02      227434   1104537827.4339974     
        2010           1           1           1  6.33150041E-02      227934   1104537827.9340148     
        2010           1           1           1  6.34538904E-02      228434   1104537828.4340053     
        2010           1           1           1  6.35927767E-02      228934   1104537828.9339960     
        2010           1           1           1  6.37316704E-02      229434   1104537829.4340134     
        2010           1           1           1  6.38705567E-02      229934   1104537829.9340041     
        2010           1           1           1  6.40094429E-02      230434   1104537830.4339945     
        2010           1           1           1  6.41483366E-02      230934   1104537830.9340119     
        2010           1           1           1  6.42872229E-02      231434   1104537831.4340024     
        2010           1           1           1  6.44261092E-02      231934   1104537831.9339931     
        2010           1           1           1  6.45650029E-02      232434   1104537832.4340105     
        2010           1           1           1  6.47038892E-02      232934   1104537832.9340010     
        2010           1           1           1  6.48427829E-02      233434   1104537833.4340186     
        2010           1           1           1  6.49816692E-02      233934   1104537833.9340091     
        2010           1           1           1  6.51205555E-02      234434   1104537834.4339998     
        2010           1           1           1  6.52594492E-02      234934   1104537834.9340172     
        2010           1           1           1  6.53983355E-02      235434   1104537835.4340076     
        2010           1           1           1  6.55372217E-02      235934   1104537835.9339981     
        2010           1           1           1  6.56761155E-02      236434   1104537836.4340155     
        2010           1           1           1  6.58150017E-02      236934   1104537836.9340062     
        2010           1           1           1  6.59538880E-02      237434   1104537837.4339967     
        2010           1           1           1  6.60927817E-02      237934   1104537837.9340143     
        2010           1           1           1  6.62316680E-02      238434   1104537838.4340048     
        2010           1           1           1  6.63705543E-02      238934   1104537838.9339955     
        2010           1           1           1  6.65094480E-02      239434   1104537839.4340129     
        2010           1           1           1  6.66483343E-02      239934   1104537839.9340034     
        2010           1           1           1  6.67872205E-02      240434   1104537840.4339938     
        2010           1           1           1  6.69261143E-02      240934   1104537840.9340112     
        2010           1           1           1  6.70650005E-02      241434   1104537841.4340019     
        2010           1           1           1  6.72038868E-02      241934   1104537841.9339924     
        2010           1           1           1  6.73427805E-02      242434   1104537842.4340100     
        2010           1           1           1  6.74816668E-02      242934   1104537842.9340005     
        2010           1           1           1  6.76205605E-02      243434   1104537843.4340179     
        2010           1           1           1  6.77594468E-02      243934   1104537843.9340086     
        2010           1           1           1  6.78983331E-02      244434   1104537844.4339991     
        2010           1           1           1  6.80372268E-02      244934   1104537844.9340165     
        2010           1           1           1  6.81761131E-02      245434   1104537845.4340069     
        2010           1           1           1  6.83149993E-02      245934   1104537845.9339976     
        2010           1           1           1  6.84538931E-02      246434   1104537846.4340150     
        2010           1           1           1  6.85927793E-02      246934   1104537846.9340057     
        2010           1           1           1  6.87316656E-02      247434   1104537847.4339962     
        2010           1           1           1  6.88705593E-02      247934   1104537847.9340136     
        2010           1           1           1  6.90094456E-02      248434   1104537848.4340043     
        2010           1           1           1  6.91483319E-02      248934   1104537848.9339948     
        2010           1           1           1  6.92872256E-02      249434   1104537849.4340122     
        2010           1           1           1  6.94261119E-02      249934   1104537849.9340026     
        2010           1           1           1  6.95649981E-02      250434   1104537850.4339933     
        2010           1           1           1  6.97038919E-02      250934   1104537850.9340107     
        2010           1           1           1  6.98427781E-02      251434   1104537851.4340014     
        2010           1           1           1  6.99816719E-02      251934   1104537851.9340186     
        2010           1           1           1  7.01205581E-02      252434   1104537852.4340093     
        2010           1           1           1  7.02594444E-02      252934   1104537852.9340000     
        2010           1           1           1  7.03983381E-02      253434   1104537853.4340174     
        2010           1           1           1  7.05372244E-02      253934   1104537853.9340079     
        2010           1           1           1  7.06761107E-02      254434   1104537854.4339983     
        2010           1           1           1  7.08150044E-02      254934   1104537854.9340158     
        2010           1           1           1  7.09538907E-02      255434   1104537855.4340065     
        2010           1           1           1  7.10927770E-02      255934   1104537855.9339972     
        2010           1           1           1  7.12316707E-02      256434   1104537856.4340143     
        2010           1           1           1  7.13705644E-02      256934   1104537856.9340320     
        2010           1           1           1  7.15094507E-02      257434   1104537857.4340224     
        2010           1           1           1  7.16483369E-02      257934   1104537857.9340131     
        2010           1           1           1  7.17872307E-02      258434   1104537858.4340305     
        2010           1           1           1  7.19261169E-02      258934   1104537858.9340210     
        2010           1           1           1  7.20650032E-02      259434   1104537859.4340115     
        2010           1           1           1  7.22038969E-02      259934   1104537859.9340289     
        2010           1           1           1  7.23427832E-02      260434   1104537860.4340196     
        2010           1           1           1  7.24816695E-02      260934   1104537860.9340100     
        2010           1           1           1  7.26205632E-02      261434   1104537861.4340277     
        2010           1           1           1  7.27594495E-02      261934   1104537861.9340181     
        2010           1           1           1  7.28983358E-02      262434   1104537862.4340088     
        2010           1           1           1  7.30372295E-02      262934   1104537862.9340262     
        2010           1           1           1  7.31761158E-02      263434   1104537863.4340167     
        2010           1           1           1  7.33150095E-02      263934   1104537863.9340341     
        2010           1           1           1  7.34538957E-02      264434   1104537864.4340246     
        2010           1           1           1  7.35927820E-02      264934   1104537864.9340153     
        2010           1           1           1  7.37316757E-02      265434   1104537865.4340327     
        2010           1           1           1  7.38705620E-02      265934   1104537865.9340234     
        2010           1           1           1  7.40094483E-02      266434   1104537866.4340138     
        2010           1           1           1  7.41483420E-02      266934   1104537866.9340312     
        2010           1           1           1  7.42872283E-02      267434   1104537867.4340219     
        2010           1           1           1  7.44261146E-02      267934   1104537867.9340124     
        2010           1           1           1  7.45650083E-02      268434   1104537868.4340298     
        2010           1           1           1  7.47038946E-02      268934   1104537868.9340203     
        2010           1           1           1  7.48427808E-02      269434   1104537869.4340110     
        2010           1           1           1  7.49816746E-02      269934   1104537869.9340284     
        2010           1           1           1  7.51205608E-02      270434   1104537870.4340191     
        2010           1           1           1  7.52594471E-02      270934   1104537870.9340096     
        2010           1           1           1  7.53983408E-02      271434   1104537871.4340270     
        2010           1           1           1  7.55372271E-02      271934   1104537871.9340177     
        2010           1           1           1  7.56761134E-02      272434   1104537872.4340081     
        2010           1           1           1  7.58150071E-02      272934   1104537872.9340255     
        2010           1           1           1  7.59538934E-02      273434   1104537873.4340160     
        2010           1           1           1  7.60927871E-02      273934   1104537873.9340334     
        2010           1           1           1  7.62316734E-02      274434   1104537874.4340241     
        2010           1           1           1  7.63705596E-02      274934   1104537874.9340148     
        2010           1           1           1  7.65094534E-02      275434   1104537875.4340320     
        2010           1           1           1  7.66483396E-02      275934   1104537875.9340227     
        2010           1           1           1  7.67872259E-02      276434   1104537876.4340134     
        2010           1           1           1  7.69261196E-02      276934   1104537876.9340308     
        2010           1           1           1  7.70650059E-02      277434   1104537877.4340212     
        2010           1           1           1  7.72038922E-02      277934   1104537877.9340117     
        2010           1           1           1  7.73427859E-02      278434   1104537878.4340291     
        2010           1           1           1  7.74816722E-02      278934   1104537878.9340198     
        2010           1           1           1  7.76205584E-02      279434   1104537879.4340105     
        2010           1           1           1  7.77594522E-02      279934   1104537879.9340277     
        2010           1           1           1  7.78983384E-02      280434   1104537880.4340184     
        2010           1           1           1  7.80372247E-02      280934   1104537880.9340091     
        2010           1           1           1  7.81761184E-02      281434   1104537881.4340265     
        2010           1           1           1  7.83150047E-02      281934   1104537881.9340169     
        2010           1           1           1  7.84538984E-02      282434   1104537882.4340343     
        2010           1           1           1  7.85927847E-02      282934   1104537882.9340248     
        2010           1           1           1  7.87316710E-02      283434   1104537883.4340155     
        2010           1           1           1  7.88705647E-02      283934   1104537883.9340329     
        2010           1           1           1  7.90094510E-02      284434   1104537884.4340234     
        2010           1           1           1  7.91483372E-02      284934   1104537884.9340141     
        2010           1           1           1  7.92872310E-02      285434   1104537885.4340315     
        2010           1           1           1  7.94261172E-02      285934   1104537885.9340222     
        2010           1           1           1  7.95650035E-02      286434   1104537886.4340127     
        2010           1           1           1  7.97038972E-02      286934   1104537886.9340301     
        2010           1           1           1  7.98427835E-02      287434   1104537887.4340205     
        2010           1           1           1  7.99816698E-02      287934   1104537887.9340112     
        2010           1           1           1  8.01205635E-02      288434   1104537888.4340286     
        2010           1           1           1  8.02594498E-02      288934   1104537888.9340191     
        2010           1           1           1  8.03983361E-02      289434   1104537889.4340098     
        2010           1           1           1  8.05372298E-02      289934   1104537889.9340272     
        2010           1           1           1  8.06761160E-02      290434   1104537890.4340179     
        2010           1           1           1  8.08150023E-02      290934   1104537890.9340084     
        2010           1           1           1  8.09538960E-02      291434   1104537891.4340258     
        2010           1           1           1  8.10927823E-02      291934   1104537891.9340162     
        2010           1           1           1  8.12316760E-02      292434   1104537892.4340336     
        2010           1           1           1  8.13705623E-02      292934   1104537892.9340243     
        2010           1           1           1  8.15094486E-02      293434   1104537893.4340148     
        2010           1           1           1  8.16483423E-02      293934   1104537893.9340324     
        2010           1           1           1  8.17872286E-02      294434   1104537894.4340229     
        2010           1           1           1  8.19261149E-02      294934   1104537894.9340136     
        2010           1           1           1  8.20650086E-02      295434   1104537895.4340310     
        2010           1           1           1  8.22038949E-02      295934   1104537895.9340215     
        2010           1           1           1  8.23427811E-02      296434   1104537896.4340119     
        2010           1           1           1  8.24816748E-02      296934   1104537896.9340293     
        2010           1           1           1  8.26205611E-02      297434   1104537897.4340200     
        2010           1           1           1  8.27594474E-02      297934   1104537897.9340105     
        2010           1           1           1  8.28983411E-02      298434   1104537898.4340281     
        2010           1           1           1  8.30372274E-02      298934   1104537898.9340186     
        2010           1           1           1  8.31761137E-02      299434   1104537899.4340093     
        2010           1           1           1  8.33150074E-02      299934   1104537899.9340267     
        2010           1           1           1  8.34538937E-02      300434   1104537900.4340172     
        2010           1           1           1  8.35927799E-02      300934   1104537900.9340076     
        2010           1           1           1  8.37316737E-02      301434   1104537901.4340250     
        2010           1           1           1  8.38705599E-02      301934   1104537901.9340158     
        2010           1           1           1  8.40094537E-02      302434   1104537902.4340332     
        2010           1           1           1  8.41483399E-02      302934   1104537902.9340239     
        2010           1           1           1  8.42872262E-02      303434   1104537903.4340143     
        2010           1           1           1  8.44261199E-02      303934   1104537903.9340317     
        2010           1           1           1  8.45650062E-02      304434   1104537904.4340224     
        2010           1           1           1  8.47038925E-02      304934   1104537904.9340129     
        2010           1           1           1  8.48427862E-02      305434   1104537905.4340303     
        2010           1           1           1  8.49816725E-02      305934   1104537905.9340208     
        2010           1           1           1  8.51205587E-02      306434   1104537906.4340115     
        2010           1           1           1  8.52594525E-02      306934   1104537906.9340289     
        2010           1           1           1  8.53983387E-02      307434   1104537907.4340196     
        2010           1           1           1  8.55372250E-02      307934   1104537907.9340100     
        2010           1           1           1  8.56761187E-02      308434   1104537908.4340274     
        2010           1           1           1  8.58150050E-02      308934   1104537908.9340181     
        2010           1           1           1  8.59538913E-02      309434   1104537909.4340086     
        2010           1           1           1  8.60927850E-02      309934   1104537909.9340260     
        2010           1           1           1  8.62316713E-02      310434   1104537910.4340165     
        2010           1           1           1  8.63705650E-02      310934   1104537910.9340339     
        2010           1           1           1  8.65094513E-02      311434   1104537911.4340246     
        2010           1           1           1  8.66483375E-02      311934   1104537911.9340153     
        2010           1           1           1  8.67872313E-02      312434   1104537912.4340324     
        2010           1           1           1  8.69261175E-02      312934   1104537912.9340231     
        2010           1           1           1  8.70650038E-02      313434   1104537913.4340138     
        2010           1           1           1  8.72038975E-02      313934   1104537913.9340312     
        2010           1           1           1  8.73427838E-02      314434   1104537914.4340217     
        2010           1           1           1  8.74816701E-02      314934   1104537914.9340122     
        2010           1           1           1  8.76205638E-02      315434   1104537915.4340296     
        2010           1           1           1  8.77594501E-02      315934   1104537915.9340203     
        2010           1           1           1  8.78983364E-02      316434   1104537916.4340110     
        2010           1           1           1  8.80372301E-02      316934   1104537916.9340281     
        2010           1           1           1  8.81761163E-02      317434   1104537917.4340189     
        2010           1           1           1  8.83150026E-02      317934   1104537917.9340096     
        2010           1           1           1  8.84538963E-02      318434   1104537918.4340270     
        2010           1           1           1  8.85927826E-02      318934   1104537918.9340174     
        2010           1           1           1  8.87316689E-02      319434   1104537919.4340079     
        2010           1           1           1  8.88705626E-02      319934   1104537919.9340253     
        2010           1           1           1  8.90094489E-02      320434   1104537920.4340160     
        2010           1           1           1  8.91483426E-02      320934   1104537920.9340334     
        2010           1           1           1  8.92872289E-02      321434   1104537921.4340239     
        2010           1           1           1  8.94261152E-02      321934   1104537921.9340146     
        2010           1           1           1  8.95650089E-02      322434   1104537922.4340320     
        2010           1           1           1  8.97038952E-02      322934   1104537922.9340227     
        2010           1           1           1  8.98427814E-02      323434   1104537923.4340131     
        2010           1           1           1  8.99816751E-02      323934   1104537923.9340305     
        2010           1           1           1  9.01205614E-02      324434   1104537924.4340210     
        2010           1           1           1  9.02594477E-02      324934   1104537924.9340117     
        2010           1           1           1  9.03983414E-02      325434   1104537925.4340291     
        2010           1           1           1  9.05372277E-02      325934   1104537925.9340196     
        2010           1           1           1  9.06761140E-02      326434   1104537926.4340103     
        2010           1           1           1  9.08150077E-02      326934   1104537926.9340277     
        2010           1           1           1  9.09538940E-02      327434   1104537927.4340184     
        2010           1           1           1  9.10927802E-02      327934   1104537927.9340088     
        2010           1           1           1  9.12316740E-02      328434   1104537928.4340262     
        2010           1           1           1  9.13705602E-02      328934   1104537928.9340167     
        2010           1           1           1  9.15094540E-02      329434   1104537929.4340341     
        2010           1           1           1  9.16483402E-02      329934   1104537929.9340248     
        2010           1           1           1  9.17872265E-02      330434   1104537930.4340153     
        2010           1           1           1  9.19261202E-02      330934   1104537930.9340329     
        2010           1           1           1  9.20650065E-02      331434   1104537931.4340234     
        2010           1           1           1  9.22038928E-02      331934   1104537931.9340141     
        2010           1           1           1  9.23427865E-02      332434   1104537932.4340315     
        2010           1           1           1  9.24816728E-02      332934   1104537932.9340219     
        2010           1           1           1  9.26205590E-02      333434   1104537933.4340124     
        2010           1           1           1  9.27594528E-02      333934   1104537933.9340298     
        2010           1           1           1  9.28983390E-02      334434   1104537934.4340205     
        2010           1           1           1  9.30372253E-02      334934   1104537934.9340110     
        2010           1           1           1  9.31761190E-02      335434   1104537935.4340286     
        2010           1           1           1  9.33150053E-02      335934   1104537935.9340191     
        2010           1           1           1  9.34538916E-02      336434   1104537936.4340098     
        2010           1           1           1  9.35927853E-02      336934   1104537936.9340272     
        2010           1           1           1  9.37316716E-02      337434   1104537937.4340177     
        2010           1           1           1  9.38705578E-02      337934   1104537937.9340081     
        2010           1           1           1  9.40094516E-02      338434   1104537938.4340255     
        2010           1           1           1  9.41483378E-02      338934   1104537938.9340162     
        2010           1           1           1  9.42872316E-02      339434   1104537939.4340336     
        2010           1           1           1  9.44261178E-02      339934   1104537939.9340243     
        2010           1           1           1  9.45650041E-02      340434   1104537940.4340148     
        2010           1           1           1  9.47038978E-02      340934   1104537940.9340322     
        2010           1           1           1  9.48427841E-02      341434   1104537941.4340229     
        2010           1           1           1  9.49816704E-02      341934   1104537941.9340134     
        2010           1           1           1  9.51205641E-02      342434   1104537942.4340308     
        2010           1           1           1  9.52594504E-02      342934   1104537942.9340212     
